Product_id,Category,Product Title,Product Description,Brand,Pack Size Or Quantity,Mrp,Price,Offers,Stock Availibility,Image Urls
91,Ready To Cook,MTR Kesari Halwa 60 g,,MTR,60 g,20,20,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/j3rm8i80/sweet-mithai/m/b/n/60-mtr-kesari-halwa-halwa-mtr-foods-original-imaeuqjjavmhxhwj.jpeg?q=70
92,Ready To Cook,MTR Instant Ragi Dosa Mix 500 g,,MTR,500 g,105,105,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/j3nbwy80/ready-mix/h/z/h/500-instant-ragi-dosa-mix-breakfast-mix-mtr-foods-original-imaeuz8tjmpnxfeq.jpeg?q=70
93,Ready To Cook,Suhana Chicken Gravy Mix 80 g,,Suhana,80 g,45,44,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jvzkb680/ready-mix/q/e/v/80-chicken-gravy-spice-mix-meal-mix-suhana-original-imafgs2z66yjk7gg.jpeg?q=70
94,Ready To Cook,Gits Ready Meals - Paneer Tikka Masala 285 g,,Gits,285 g,99,99,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jm6mjrk0/ready-meal/u/g/t/285-paneer-tikka-masala-gits-original-imaf95gt52fqkkft.jpeg?q=70
95,Ready To Cook,"Kwality Gulab Jamun Mix 175 g  (Combo Pack 1  1 Free, 200 g each)",,Kwality,175 g,99,86,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | Special Price Get extra 13% off (price inclusive of discount) T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/ji95yfk0/ready-mix/m/z/f/200-gulab-jamun-mix-dessert-mix-kwality-original-imaf63jdk4bwf4zj.jpeg?q=70
96,"Sauces, Spreads & Dips","Happy Chef Salsa - Spicy Mexican, 270 g ","About|This traditional Mexican recipe of Happy Chef spicy mexican salsa is made with chunky tomatoes, onion and garlic dip, studded with spicy jalapeno chilies. Add a touch of Mexican taste to your culinary creations with spicy Mexican salsa. This can be used as a dip or as a dressing to your salads too. It fits in perfectly as a topping or filling for tortillas, tacos, quesadillas or sandwiches and much more.|Ingredients|Tomatoes, Water, Onions, Garlic, Sugar, Iodised Salt, Jalapeno peppers, Green chilli, Acidity Regulator (INS 260), Thickening agent (INS 415), Class II Preservative (INS 211)|How to Use|Serve Happy Chef Spicy Mexican Salsa with tortilla chips, burrittos, enchiladas or use as a dipping sauce|Other Product Info|EAN Code: 8901542000041  Manufacturer Name and Address: Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312  Marketed by: Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon) 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071 Best Before 28-01-2020  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Happy Chef,270 g ,149,99,34%,TRUE,https://www.bigbasket.com/media/uploads/p/l/40069129_5-happy-chef-salsa-spicy-mexican.jpg
97,Shoe Polish,"Ambi pur Car Freshener- Exotic Jasmine, Starter Kit, 7.5 ml ","About|Introducing Exotic Jasmine, the new fragrance in the Ambi Pur Family of Car Fresheners. Ambi Pur truly removes odours and leaves a refreshing long lasting fragrance inside your car. So simply install and enjoy the refreshing fragrance of Exotic Jasmine for up to 60 days. Now you and your Car can breathe happy|Other Product Info|EAN Code: 4902430819718  Manufacturer Name & Address: Procter & Gamble. Katha, Himachal Pradesh 173205  Marketed by: Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099  Best before 28-07-2020  For queries call 1860 123 1000",Ambi pur,7.5 ml ,299,299,NA,TRUE,https://www.bigbasket.com/media/uploads/p/l/40095367_4-ambi-pur-car-freshener-exotic-jasmine-starter-kit.jpg
98,Skin Care,"Olay Age Protect - Anti-Ageing Skin Cream Moisturizer, 40 g ","About the Product|Olay Age Protect anti-aging Skin Cream gives you a simple anti-aging solution. Its formula contains Beta Hydroxy that stimulates skins natural renewal process to visibly reduce fine lines and wrinkles, help lighten dark spots and improve skin tone.Olay Age Protect anti-aging Skin Cream gives you a simple anti-aging solution. Its formula contains Beta Hydroxy that stimulates skins natural renewal process to visibly reduce fine lines and wrinkles, help lighten dark spots and improve skin tone.Olay Age Protect anti-aging Skin Cream gives you a simple anti-aging solution. Its formula contains Beta Hydroxy that stimulates skins natural renewal process to visibly reduce fine lines and wrinkles, help lighten dark spots and improve skin tone|How to Use|• Use Olay cleanser for cleansing.• Use Olay Age Protect anti-aging cream on clean face & neck.• Massage lightly with fingertips using circular movements until completely absorbed..• Use Olay cleanser for cleansing.• Use Olay Age Protect anti-aging cream on clean face & neck.• Massage lightly with fingertips using circular movements until completely absorbed..• Use Olay cleanser for cleansing..• Use Olay Age Protect anti-aging cream on clean face & neck..• Massage lightly with fingertips using circular movements until completely absorbed.|Other Product Info|EAN Code: 4902430781244  Best before 28-07-2020  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Olay,40 g ,329,246.75,25%,TRUE,https://www.bigbasket.com/media/uploads/p/l/40112198_1-olay-age-protect-anti-ageing-skin-cream-moisturizer.jpg
99,Skin Care,"Enchanteur Romantic Hand & Body Lotion - For Women, 250 ml ","About the Product|This enchanteur hand and body lotion is specially enriched with hydrating emollients to soften and moisturize your skin, this lotion is non-greasy and keeps you fragrant and fresh all day. It has aloe vera and olive butter that deeply nourish and hydrate your skin. The lotion is very light and quick absorbing ensuring that you do not have that icky sticky feeling. This makes the lotion perfect for any season. It leaves your skin feeling soft and silky, with an irresistible scent..This enchanteur hand and body lotion is specially enriched with hydrating emollients to soften and moisturize your skin, this lotion is non-greasy and keeps you fragrant and fresh all day. It has aloe vera and olive butter that deeply nourish and hydrate your skin. The lotion is very light and quick absorbing ensuring that you do not have that icky sticky feeling. This makes the lotion perfect for any season. It leaves your skin feeling soft and silky, with an irresistible scent..This enchanteur hand and body lotion is specially enriched with hydrating emollients to soften and moisturize your skin, this lotion is non-greasy and keeps you fragrant and fresh all day. It has aloe vera and olive butter that deeply nourish and hydrate your skin. The lotion is very light and quick absorbing ensuring that you do not have that icky sticky feeling. This makes the lotion perfect for any season. It leaves your skin feeling soft and silky, with an irresistible scent.|How to Use|Step 1: Apply on your body, section by section, starting at your anklesStep 2: Work all the up to your neckStep 3: Only put enough lotion on your hands to do each partStep 4: This will ensure you give each part of your body enough attentionStep 5: Use a circular motion with light pressure, focusing the pressure on the palms of your hands.Step 1: Apply on your body, section by section, starting at your anklesStep 2: Work all the up to your neckStep 3: Only put enough lotion on your hands to do each partStep 4: This will ensure you give each part of your body enough attentionStep 5: Use a circular motion with light pressure, focusing the pressure on the palms of your hands.Step 1: Apply on your body, section by section, starting at your ankles.Step 2: Work all the up to your neck.Step 3: Only put enough lotion on your hands to do each part.Step 4: This will ensure you give each part of your body enough attention.Step 5: Use a circular motion with light pressure, focusing the pressure on the palms of your hands|Composition|Bulgarian Roses, White Jasmine, Mandarin and Violet.Bulgarian Roses, White Jasmine, Mandarin and Violet.Bulgarian Roses, White Jasmine, Mandarin and Violet|Features|• It moisturizes your skin leaving it well-nourished and buttery soft• It leaves your skin non-oily and non-sticky.• It moisturizes your skin leaving it well-nourished and buttery soft• It leaves your skin non-oily and non-sticky.• It moisturizes your skin leaving it well-nourished and buttery soft.• It leaves your skin non-oily and non-sticky|Other Product Info|Other Information   For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Enchanteur,250 ml ,220,189.2,14%,TRUE,https://images-na.ssl-images-amazon.com/images/I/61TzUK0G2LL._SL1500_.jpg
100,Skin Care,"Vedicline Under Eye Kit, 8 pcs ","About|Eye Youth Therapy for Under Eyes by Vedicline is fragrance-free and safe for eye areas. It cleanses, hydrates, nourishes, soothes, whitens and provides relief to ageing eye areas.Benefits: Protects and heals the skin near the eyes. | Cleanses and nourishes the eye area. | Brightens the skin and reduces under eye wrinkles and dark circles.Vedic Line Gold Skin Care products are based on the Ayurvedic concept of Rasayana Therapy for rejuvenation of body & mind.|Other Product Info|EAN Code: _EAN_  Manufacturer name and address: Kapco Internation Ltd, Plot-11, Sector-3, Parwanoo Dist. Solan, Himachal Pradesh- 173220  Best before _PSL_ days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. Email:customerservice@bigbasket.com",Vedicline,8 pcs ,1495,1345.5,150%,TRUE,https://www.bigbasket.com/media/uploads/p/l/40150848_1-vedicline-under-eye-kit.jpg
101,Skin Care,"Paul Penders Botanical Lavender Body Lotion, 250 g ","About the Product|This rich formula contains organic herbs and refreshing lavender essential oil to nurture and revive dry skin while eliminating flakiness. Emollients derived from selected cold-pressed plant oils to provide optimal bioavailability. Leaves skin smooth, soft and fragrant. An uplifting and calming all over body lotion with our levensessentie gold. It prevents dryness and heals sunburn..This rich formula contains organic herbs and refreshing lavender essential oil to nurture and revive dry skin while eliminating flakiness. Emollients derived from selected cold-pressed plant oils to provide optimal bioavailability. Leaves skin smooth, soft and fragrant. An uplifting and calming all over body lotion with our levensessentie gold. It prevents dryness and heals sunburn..This rich formula contains organic herbs and refreshing lavender essential oil to nurture and revive dry skin while eliminating flakiness. Emollients derived from selected cold-pressed plant oils to provide optimal bioavailability. Leaves skin smooth, soft and fragrant. An uplifting and calming all over body lotion with our levensessentie gold. It prevents dryness and heals sunburn.|Features|• Nurture and revive dry skin while eliminating flakiness• Provide optimal bio-availability• Leaves skin smooth, soft and fragrant.• Nurture and revive dry skin while eliminating flakiness• Provide optimal bio-availability• Leaves skin smooth, soft and fragrant.• Nurture and revive dry skin while eliminating flakiness.• Provide optimal bio-availability.• Leaves skin smooth, soft and fragrant|Composition|Aqua, Cocos Nucifera (Coconut) Extract, Prunus Dulcis (sweet Almond) Oil, Glycerin, Cetearyl Olivate, Sorbitan Olivate, Sesamum Indicum (Sesame) Seed Oil, Carthamus Tinctorius (safflower) Oil, Theobroma Cacao (cocoa) Seed Butter, Tocopherol Acetate (VItamin E), Lavendula Officinalis (Lavender) Oil, Cocos Nucifera (Coconut) Oil, Angelica ArchAngelica (Angelica) Powder, Arnica Montana (Arnica) Flower Powder, Calendula Officinalis (Calendula) Flower Powder, Matricaria Recutita (Chamomile) Flower Powder, Sambucus Nigra (Elderflower) Flower Powder, Zingiber Officinalis (Ginger) Root Powder, Panax Quinquefolium (Ginseng) Root Powder, Lonicera Japonica (Honeysuckle) Powder, Humulus Lupulus (Hops) Powder, Equisetum Hyemale (Horsetail) Powder, Juniperus Communis (Juniper) Fruit Powder, LavAndula Angustifolia (Lavender) Flower Powder, Melissa Officinalis (Lemon Balm) Leaf Powder, Urtica Dioica (Nettle) Powder, Centella Asiatica (Pennywort) Powder, Mentha Piperita (Peppermint) Leaf Powder, Rosemarinus Officinalis (Rosemary) Powder, Salvia Officinalis (Sage) Powder, Hypericum Perforatum (st. Johns Wort) Powder, Curcuma Longa (Turmeric) Root Powder, Hamamelis Virginiana (witch Hazel) Powder, Archillea Millefolium (Yarrow) Powder, Phyto-tocotrienol (VItamin E), Rosemarinus Officinalis (Rosemary) Oil, Orbigya Oleifera (babassu) Oil, Calendula Officinalis (Calendula) Flower Oil, Ananas Comosus (bromelain) Extract, Carica Papaya (papain) Extract, Pelargium Graveolens (geranium) Oil, Ubiquinone (coenzyme Q10), Caprylhydroxamatic Acid (Amino Acid) (And) Glyceryl Caprylate. mnt. Everest Water. antioxidants (Coconut Derived Acting As Natural Preservative). citronellol, Limonene, Coumarin, Geraniol, Linalool ( Occurs Naturally In Essential Oils). Levensessentie Gold From 22 Organic Herbs.Aqua, Cocos Nucifera (Coconut) Extract, Prunus Dulcis (sweet Almond) Oil, Glycerin, Cetearyl Olivate, Sorbitan Olivate, Sesamum Indicum (Sesame) Seed Oil, Carthamus Tinctorius (safflower) Oil, Theobroma Cacao (cocoa) Seed Butter, Tocopherol Acetate (VItamin E), Lavendula Officinalis (Lavender) Oil, Cocos Nucifera (Coconut) Oil, Angelica ArchAngelica (Angelica) Powder, Arnica Montana (Arnica) Flower Powder, Calendula Officinalis (Calendula) Flower Powder, Matricaria Recutita (Chamomile) Flower Powder, Sambucus Nigra (Elderflower) Flower Powder, Zingiber Officinalis (Ginger) Root Powder, Panax Quinquefolium (Ginseng) Root Powder, Lonicera Japonica (Honeysuckle) Powder, Humulus Lupulus (Hops) Powder, Equisetum Hyemale (Horsetail) Powder, Juniperus Communis (Juniper) Fruit Powder, LavAndula Angustifolia (Lavender) Flower Powder, Melissa Officinalis (Lemon Balm) Leaf Powder, Urtica Dioica (Nettle) Powder, Centella Asiatica (Pennywort) Powder, Mentha Piperita (Peppermint) Leaf Powder, Rosemarinus Officinalis (Rosemary) Powder, Salvia Officinalis (Sage) Powder, Hypericum Perforatum (st. Johns Wort) Powder, Curcuma Longa (Turmeric) Root Powder, Hamamelis Virginiana (witch Hazel) Powder, Archillea Millefolium (Yarrow) Powder, Phyto-tocotrienol (VItamin E), Rosemarinus Officinalis (Rosemary) Oil, Orbigya Oleifera (babassu) Oil, Calendula Officinalis (Calendula) Flower Oil, Ananas Comosus (bromelain) Extract, Carica Papaya (papain) Extract, Pelargium Graveolens (geranium) Oil, Ubiquinone (coenzyme Q10), Caprylhydroxamatic Acid (Amino Acid) (And) Glyceryl Caprylate. mnt. Everest Water. antioxidants (Coconut Derived Acting As Natural Preservative). citronellol, Limonene, Coumarin, Geraniol, Linalool ( Occurs Naturally In Essential Oils). Levensessentie Gold From 22 Organic Herbs.Aqua, Cocos Nucifera (Coconut) Extract, Prunus Dulcis (sweet Almond) Oil, Glycerin, Cetearyl Olivate, Sorbitan Olivate, Sesamum Indicum (Sesame) Seed Oil, Carthamus Tinctorius (safflower) Oil, Theobroma Cacao (cocoa) Seed Butter, Tocopherol Acetate (VItamin E), Lavendula Officinalis (Lavender) Oil, Cocos Nucifera (Coconut) Oil, Angelica ArchAngelica (Angelica) Powder, Arnica Montana (Arnica) Flower Powder, Calendula Officinalis (Calendula) Flower Powder, Matricaria Recutita (Chamomile) Flower Powder, Sambucus Nigra (Elderflower) Flower Powder, Zingiber Officinalis (Ginger) Root Powder, Panax Quinquefolium (Ginseng) Root Powder, Lonicera Japonica (Honeysuckle) Powder, Humulus Lupulus (Hops) Powder, Equisetum Hyemale (Horsetail) Powder, Juniperus Communis (Juniper) Fruit Powder, LavAndula Angustifolia (Lavender) Flower Powder, Melissa Officinalis (Lemon Balm) Leaf Powder, Urtica Dioica (Nettle) Powder, Centella Asiatica (Pennywort) Powder, Mentha Piperita (Peppermint) Leaf Powder, Rosemarinus Officinalis (Rosemary) Powder, Salvia Officinalis (Sage) Powder, Hypericum Perforatum (st. Johns Wort) Powder, Curcuma Longa (Turmeric) Root Powder, Hamamelis Virginiana (witch Hazel) Powder, Archillea Millefolium (Yarrow) Powder, Phyto-tocotrienol (VItamin E), Rosemarinus Officinalis (Rosemary) Oil, Orbigya Oleifera (babassu) Oil, Calendula Officinalis (Calendula) Flower Oil, Ananas Comosus (bromelain) Extract, Carica Papaya (papain) Extract, Pelargium Graveolens (geranium) Oil, Ubiquinone (coenzyme Q10), Caprylhydroxamatic Acid (Amino Acid) (And) Glyceryl Caprylate. mnt. Everest Water. antioxidants (Coconut Derived Acting As Natural Preservative). citronellol, Limonene, Coumarin, Geraniol, Linalool ( Occurs Naturally In Essential Oils). Levensessentie Gold From 22 Organic Herbs|How to Use|After showering, apply to entire body.After showering, apply to entire body.After showering, apply to entire body|Other Product Info|EAN Code: 40141728  Manufacturer name & address: Paul Penders Botanicals India Pvt. Ltd. B-4, Sara Industrial Estate, Selaqui, Dehradun - 248197 - Uttarakhand  Best before 19-01-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Paul Penders Botanical,250 g ,2195,2195,NA,FALSE,https://www.bigbasket.com/media/uploads/p/l/40141728_1-paul-penders-botanical-lavender-body-lotion.jpg
102,Skin Care,"Palmer's Nursing Butter, 30 g Tube ","About the Product|Palmers Cocoa Butter Formula Nursing Butter is an easy-to-apply combination of pure Cocoa Butter and (Panthenol) Pro-Vitamin B5. Also may be used prenatally to condition nipples for breastfeeding..Palmers Cocoa Butter Formula Nursing Butter is an easy-to-apply combination of pure Cocoa Butter and (Panthenol) Pro-Vitamin B5. Also may be used prenatally to condition nipples for breastfeeding..Palmers Cocoa Butter Formula Nursing Butter is an easy-to-apply combination of pure Cocoa Butter and (Panthenol) Pro-Vitamin B5. Also may be used prenatally to condition nipples for breastfeeding.|How to Use|Apply a small amount of Palmers Cocoa Butter Formula Nursing Cream to nipple area after each feeding or as often as needed.Apply a small amount of Palmers Cocoa Butter Formula Nursing Cream to nipple area after each feeding or as often as needed.Apply a small amount of Palmers Cocoa Butter Formula Nursing Cream to nipple area after each feeding or as often as needed|Composition|Cocoa Butter, Pro Vitamin B5.Cocoa Butter, Pro Vitamin B5.Cocoa Butter, Pro Vitamin B5|Features|• Helps relieve sore, cracked nipples associated with breastfeeding• Soothing emollient base• Dermatologically Tested.• Helps relieve sore, cracked nipples associated with breastfeeding• Soothing emollient base• Dermatologically Tested.• Helps relieve sore, cracked nipples associated with breastfeeding.• Soothing emollient base.• Dermatologically Tested|Other Product Info|EAN Code: 10181040375  Manufactured & Marketed by: PALMER'S E.T. BROWNE DRUG CO. INC, ENGLEWOOD CLIFFS, NJ 07632, USA  Country of origin:USA  Best Before__PSL__days from the date of delivery  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Palmer's,30 g ,390,312,20%,TRUE,https://www.bigbasket.com/media/uploads/p/l/20004791_3-palmers-nursing-butter.jpg
103,Skin Care,"Kama Ayurveda Hand Cream, 60 g ","About the Product|An enriching Hand Cream made with Cold Pressed Sweet Almond and Coconut Oils that nourishes and rejuvenates hand and cuticles. Infused with Shea, Cocoa and Kokum Butters, it helps regenerate skin cells and absorbs deeply for touchably soft and smooth hands. Aloe Vera juice is added as an antiseptic agent to protect the skin. Pure essential oils of Tuberose, Vetiver and Cardamom keep hands scented all day with a sweet and spicy fragrance..An enriching Hand Cream made with Cold Pressed Sweet Almond and Coconut Oils that nourishes and rejuvenates hand and cuticles. Infused with Shea, Cocoa and Kokum Butters, it helps regenerate skin cells and absorbs deeply for touchably soft and smooth hands. Aloe Vera juice is added as an antiseptic agent to protect the skin. Pure essential oils of Tuberose, Vetiver and Cardamom keep hands scented all day with a sweet and spicy fragrance.|Composition|Aloe Vera, Cocoa, Kokum Butter, Tuberise, Vetiver, Almond..Aloe Vera, Cocoa, Kokum Butter, Tuberise, Vetiver, Almond.|How to Use|Take a small amount on your palms and gently massage on your hands, covering fingers and cuticles.Due to the rich formula, it is recommended to use small dabs of the product at one time.|Other Product Info|EAN Code: 40168053  Manufacturer Name and Address: 91, Palamedu Road, Alanganallur, Madurai-625501  Country of origin: India  Best before 23-07-2020  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email: customerservice@bigbasket.com",Kama Ayurveda,60 g ,725,725,NA,TRUE,https://www.bigbasket.com/media/uploads/p/l/40168059_3-kama-ayurveda-hand-cream.jpg
104,Skin Care, Ubervia Pack of 1 Natural Organic VioletFlowder ,"Item Type: Bath, Quantity: 1 bag, NET WT: 50g 200g 500g, Ingredient: Natural Flower, Model Number: Violet, Unit Type: Pack",Ubervia,NA,9086,5192,42.86%,TRUE,https://images-na.ssl-images-amazon.com/images/I/41-%2BZf2RVcL.jpg
105,Skin Care, 100pcs DIY Women Makeup Beauty Tool Compressed Face Mask Paper Disposable Facial Masks Papers Natural Skin Care Wrapped Masks ,Material:Natural Cellulose FiberPackage includes:1 pc,BZA Mart,NA,2466,1897,23.07%,TRUE,https://images-na.ssl-images-amazon.com/images/I/513E4N8O9aL.jpg
106,Skin Care, Ubervia Pack of 1 Beauty Mini Eye Massage Device Pen Type Electric Eye Massager Facials Vibration Face Magic Stick Anti Bag Pouch & Wrinkle ,"Material: Plastic, False Eyelash Craft: Machine Made, Size: as picture show Type: eye massage care",Ubervia,NA,1100,1100,NA,TRUE,https://images-na.ssl-images-amazon.com/images/I/51PInL4%2BJnL._SL1100_.jpg
107,Skin Care, FairOnly 5Pcs/Pack Soap Pape Sheets Travel Portable Washing Hand Soap Gifts Package Paper Soap Random Color ,,FairOnly,NA,1594.52,797.26,50.00%,TRUE,https://images-na.ssl-images-amazon.com/images/I/61g4TZnyB1L._SL1189_.jpg
108,Skin Care, Sattva Medium Spa Gift Set ,"Indulge in our spa set which contains two different kinds of loofah - For body sponging and back scrubbing, small sized bath towel, wooden wheels for accupressure and wodden comb.",Sattva Life,381 g,1000,999,NA,TRUE,https://images-na.ssl-images-amazon.com/images/I/71Rcdwc7l9L._SL1199_.jpg
109,Skin Care, Genuine 2017 Deluxe Manicure Set With Deluxe Carrying Case For Journey And Finelife Drop Whole ,Item type set kit quantity the deluxe 10 piece manicure set brand name yks size case dimensions 1 x 5875 x 3375 inches model number manicure tools material stainless steel unit type piece package weight package size,Genuine,NA,816,483,40.81%,TRUE,https://images-na.ssl-images-amazon.com/images/I/51jU8J5IacL.jpg
110,Skin Care, SWD Prime Blackhead Removal Black Mask Peel-Off Smoothes Skin Tender Purifying Deep Cleansing 60Ml ,"Features: 1. Oil-control, pore cleaner, keep your face smoother and tender. 2. Cleaning out of dirt and cuticle effectively on face. 3. Helps to remove stain or oil spots on your face with daily use. Description: Item Type: Blackhead Removal Mask Color: Black Capacity: 60ml Gross Weight: App 80g Size: App 12.5X3.5X5cm Ingredient: Water, Vitamin A, Vitamin E, Denatured Ethanol, Polyvinyl Alcohol, Hamamelis Virginiana, etc. Package Included: 1 X Blackhead Removal Mask",SWD Prime,NA,6669,4874,26.92%,TRUE,https://images-na.ssl-images-amazon.com/images/I/41Mwp74KKxL.jpg
111,Skin Care, Lavera Organic Mint Pore Refining Moisturising Fluid 50ml/1. 6oz ,,lavera,45.4 g,6659,6659,NA,TRUE,https://images-na.ssl-images-amazon.com/images/I/31NwpEYYhML.jpg
112,Skin Care, Face Skin Care Starry Sky Glow Glitter Sequin Mask Peel off Moisturizing Mask (type 3) ,Type:Face careSize:Approx.6 x 6 x 5cmMaterial:As Features ShownPachage includes:1 pc,BZA Mart,NA,1642,1263,23.08%,TRUE,https://images-na.ssl-images-amazon.com/images/I/51xe9agFAML.jpg
113,Skin Care, Yashus Rorec Snail Extract Face Cream Skin Care Concealling Whitening Moisturizing Day Cream ,"Nourish the skin, add the required water to the skin, oil water balancing Moisturizing, hydrating the skin and make the skin smooth, Helps to improve skin dryness. Item Type: HANCHAN Snail Extract Face Cream NET WT: 50g Quantity: 1pcs",YASHUS,49.9 g,4357,4207,3.44%,TRUE,https://images-na.ssl-images-amazon.com/images/I/61FI3cepxkL._SL1288_.jpg
114,Skin Care," Wild Stone Night Rider Deodorant (150 ml), Code Gold Body Perfume(120 ml) and Secret Temptation Play Deodorant (150 ml), Te Amo Aqua Body Perfume (120 ml), Pack of 4 ",A combination of best of both the worlds. Fresh fragrance which gives you a unique identity. With freshness which lasts up to 12 hours!,Secret Temptation and Wild Stone,449 g,838,629,24.94%,TRUE,https://images-na.ssl-images-amazon.com/images/I/61JR8xDBDxL._SL1100_.jpg
115,Skin Care," Kings & Queens Shower Gel, Nefertiti - Honey 10.14 fl oz (300 ml) ",Scent Name:Nefertiti - Honey,Kings and Queens,NA,8164,6531,20.00%,TRUE,https://images-na.ssl-images-amazon.com/images/I/41m6rmjjroL.jpg
116,Skin Care," The Body Shop Shower Scrub and Soften Luxury Gift, Olive ",NA,The Body Shop,NA,7599,7599,NA,TRUE,https://images-na.ssl-images-amazon.com/images/I/81PmI7znrML._SL1500_.jpg
117,Skin Care, Ancient flower - Rose Water - Premium Quality & Katha - Tea Tree and Lemon Oil in serum (Night) (100ml + 10ml) ,"FACE SERUM:- Katha- Tea Tree and Lemon Oil in serum. AND ROSE WATER: This product is made from rose flowers. Rose Water works well with acne prone skin, hand spots, dark marks, and combination-oily skin. Balance your skin naturally with a botanical astringent of natural Rose Water. Rose Water should naturally even the pH of your skin and soothe recurring redness. PORE CLEANSING. Rose water helps clean pores and tone the skin.Rosewater helps to control excess oil and keep your skin feeling super fresh that aids in removing oil and dirt accumulated in clogged pores. MOISTURIZING. It helps hydrate, revitalize and moisturize the skin and maintain the skin's pH balance. TONE: Rosewater can tone down and alleviate temporary redness. SMOOTH YOU :Rosewater helps to enhance smoothness and minimize the appearance of fine lines GREAT ANTIOXIDANT. It helps to strengthen skin cells and regenerate skin tissues, reducing wrinkles and fine lines. SETTING SPRAY. It helps set your makeup. It hydrates your skin and keeps your makeup looking fresh SAFE & EFFECTIVE. No harmful chemicals that may harm your skin. ADDS SHINE TO DULL HAIR - Natural Rose Water contains gentle and natural antioxidants that remove pollutants from hair and boost hair health. Spray or apply after using shampoo or conditioner to gently tone and brighten hair. Relax to the scent of rose petals and notice how radiant your hair looks! Also can be used as a refreshing body spray, a natural refreshing mist for face and body during summer, as an ingredient in natural beauty products, or as a relaxing mist to counteract stress. Rosewater feels AMAZING! As a natural face mist it’s incredibly refreshing. Use: After Cleansing Pat dry and use rose water, morning and evening",Ancient Flower,27.2 g,749,299,60.08%,TRUE,https://images-na.ssl-images-amazon.com/images/I/71ii1y28CTL._SL1500_.jpg
